"No.","Time","Source","Destination","Protocol","Length","Info"
"2010","1157.847762476","192.168.56.101","192.168.56.106","TCP","60","10082  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2011","1157.847767095","192.168.56.106","192.168.56.101","TCP","58","42752  >  3003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2012","1157.847767621","192.168.56.101","192.168.56.106","TCP","60","5960  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2013","1157.847822459","192.168.56.106","192.168.56.101","TCP","58","42752  >  6667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2014","1157.847860644","192.168.56.106","192.168.56.101","TCP","58","42752  >  6699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2015","1157.847900853","192.168.56.106","192.168.56.101","TCP","58","42752  >  7911 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2016","1157.847924124","192.168.56.101","192.168.56.106","TCP","60","1021  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2017","1157.847932959","192.168.56.101","192.168.56.106","TCP","60","5987  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2018","1157.847935441","192.168.56.106","192.168.56.101","TCP","58","42752  >  7100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2019","1157.847938052","192.168.56.101","192.168.56.106","TCP","60","55055  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2020","1157.847943957","192.168.56.101","192.168.56.106","TCP","60","4001  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2021","1157.847949209","192.168.56.101","192.168.56.106","TCP","60","2393  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2022","1157.847954216","192.168.56.101","192.168.56.106","TCP","60","8045  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2023","1157.847972664","192.168.56.106","192.168.56.101","TCP","58","42752  >  1123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2024","1157.848005931","192.168.56.106","192.168.56.101","TCP","58","42752  >  1092 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2025","1157.848047792","192.168.56.106","192.168.56.101","TCP","58","42752  >  1272 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2026","1157.848094109","192.168.56.106","192.168.56.101","TCP","58","42752  >  90 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2027","1157.848129552","192.168.56.106","192.168.56.101","TCP","58","42752  >  2119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2028","1157.848134567","192.168.56.101","192.168.56.106","TCP","60","777  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2029","1157.848142297","192.168.56.101","192.168.56.106","TCP","60","3003  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2030","1157.848147418","192.168.56.101","192.168.56.106","TCP","60","6667  >  42752 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"2031","1157.848157014","192.168.56.106","192.168.56.101","TCP","54","42752  >  6667 [RST] Seq=1 Win=0 Len=0"
"2032","1157.848180101","192.168.56.106","192.168.56.101","TCP","58","42752  >  1719 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2033","1157.848203479","192.168.56.101","192.168.56.106","TCP","60","6699  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2034","1157.848211375","192.168.56.101","192.168.56.106","TCP","60","7911  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2035","1157.848328465","192.168.56.101","192.168.56.106","TCP","60","7100  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2036","1157.848334864","192.168.56.101","192.168.56.106","TCP","60","1123  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2037","1157.848340014","192.168.56.101","192.168.56.106","TCP","60","1092  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2038","1157.848344946","192.168.56.101","192.168.56.106","TCP","60","1272  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2039","1157.848480297","192.168.56.101","192.168.56.106","TCP","60","90  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2040","1157.848487657","192.168.56.101","192.168.56.106","TCP","60","2119  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2041","1157.848492984","192.168.56.101","192.168.56.106","TCP","60","1719  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2042","1157.848548943","192.168.56.106","192.168.56.101","TCP","58","42752  >  55600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2043","1157.848584355","192.168.56.106","192.168.56.101","TCP","58","42752  >  425 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2044","1157.848617053","192.168.56.106","192.168.56.101","TCP","58","42752  >  1309 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2045","1157.848646625","192.168.56.106","192.168.56.101","TCP","58","42752  >  3030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2046","1157.848680810","192.168.56.106","192.168.56.101","TCP","58","42752  >  1072 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2047","1157.848719500","192.168.56.106","192.168.56.101","TCP","58","42752  >  2710 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2048","1157.848738811","192.168.56.101","192.168.56.106","TCP","60","55600  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2049","1157.848748937","192.168.56.106","192.168.56.101","TCP","58","42752  >  5431 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2050","1157.848780439","192.168.56.106","192.168.56.101","TCP","58","42752  >  711 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2051","1157.848862929","192.168.56.106","192.168.56.101","TCP","58","42752  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2052","1157.848902147","192.168.56.101","192.168.56.106","TCP","60","425  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2053","1157.848909181","192.168.56.101","192.168.56.106","TCP","60","1309  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2054","1157.848914706","192.168.56.101","192.168.56.106","TCP","60","3030  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2055","1157.848895271","192.168.56.106","192.168.56.101","TCP","58","42752  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2056","1157.848919736","192.168.56.101","192.168.56.106","TCP","60","1072  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2057","1157.848924890","192.168.56.101","192.168.56.106","TCP","60","2710  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2058","1157.848961095","192.168.56.106","192.168.56.101","TCP","58","42752  >  9102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2059","1157.848994319","192.168.56.106","192.168.56.101","TCP","58","42752  >  2170 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2060","1157.849033540","192.168.56.106","192.168.56.101","TCP","58","42752  >  5566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2061","1157.849051997","192.168.56.101","192.168.56.106","TCP","60","5431  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2062","1157.849078053","192.168.56.101","192.168.56.106","TCP","60","711  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2063","1157.849080552","192.168.56.106","192.168.56.101","TCP","58","42752  >  8290 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2064","1157.849083405","192.168.56.101","192.168.56.106","TCP","60","49157  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2065","1157.849088467","192.168.56.101","192.168.56.106","TCP","60","49155  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2066","1157.849114935","192.168.56.106","192.168.56.101","TCP","58","42752  >  7025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2067","1157.849147876","192.168.56.106","192.168.56.101","TCP","58","42752  >  3995 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2068","1157.849178868","192.168.56.106","192.168.56.101","TCP","58","42752  >  6 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2069","1157.849208363","192.168.56.106","192.168.56.101","TCP","58","42752  >  7201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2070","1157.849210670","192.168.56.101","192.168.56.106","TCP","60","9102  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2071","1157.849216877","192.168.56.101","192.168.56.106","TCP","60","2170  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2072","1157.849222070","192.168.56.101","192.168.56.106","TCP","60","5566  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2073","1157.849227115","192.168.56.101","192.168.56.106","TCP","60","8290  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2074","1157.849238969","192.168.56.106","192.168.56.101","TCP","58","42752  >  8400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2075","1157.849269487","192.168.56.106","192.168.56.101","TCP","58","42752  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2076","1157.849308301","192.168.56.106","192.168.56.101","TCP","58","42752  >  1001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2077","1157.849340741","192.168.56.106","192.168.56.101","TCP","58","42752  >  3737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2078","1157.849360053","192.168.56.101","192.168.56.106","TCP","60","7025  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2079","1157.849367792","192.168.56.101","192.168.56.106","TCP","60","3995  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2080","1157.849370260","192.168.56.106","192.168.56.101","TCP","58","42752  >  49 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2081","1157.849373051","192.168.56.101","192.168.56.106","TCP","60","6  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2082","1157.849413782","192.168.56.106","192.168.56.101","TCP","58","42752  >  52869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2083","1157.849445887","192.168.56.106","192.168.56.101","TCP","58","42752  >  13 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2084","1157.849476824","192.168.56.106","192.168.56.101","TCP","58","42752  >  1310 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2085","1157.849488180","192.168.56.101","192.168.56.106","TCP","60","7201  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2086","1157.849494815","192.168.56.101","192.168.56.106","TCP","60","8400  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2087","1157.849500092","192.168.56.101","192.168.56.106","TCP","60","2366  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2088","1157.849507175","192.168.56.106","192.168.56.101","TCP","58","42752  >  722 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2089","1157.849536723","192.168.56.106","192.168.56.101","TCP","58","42752  >  1077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2090","1157.849571035","192.168.56.106","192.168.56.101","TCP","58","42752  >  5510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2091","1157.849603101","192.168.56.106","192.168.56.101","TCP","58","42752  >  1080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2092","1157.849625603","192.168.56.101","192.168.56.106","TCP","60","1001  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2093","1157.849632022","192.168.56.101","192.168.56.106","TCP","60","3737  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2094","1157.849637007","192.168.56.101","192.168.56.106","TCP","60","49  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2095","1157.849760142","192.168.56.101","192.168.56.106","TCP","60","52869  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2096","1157.849766645","192.168.56.101","192.168.56.106","TCP","60","13  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2097","1157.849771690","192.168.56.101","192.168.56.106","TCP","60","1310  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2098","1157.849776648","192.168.56.101","192.168.56.106","TCP","60","722  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2099","1157.849781787","192.168.56.101","192.168.56.106","TCP","60","1077  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2100","1157.850100701","192.168.56.101","192.168.56.106","TCP","60","5510  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2101","1157.850113521","192.168.56.101","192.168.56.106","TCP","60","1080  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2102","1158.387132294","192.168.56.106","192.168.56.101","TCP","74","35354  >  21 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2103","1158.387223899","192.168.56.106","192.168.56.101","TCP","74","52958  >  22 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2104","1158.387271329","192.168.56.106","192.168.56.101","TCP","74","55630  >  23 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2105","1158.387320117","192.168.56.106","192.168.56.101","TCP","74","35100  >  25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2106","1158.387361037","192.168.56.101","192.168.56.106","TCP","74","21  >  35354 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2107","1158.387365968","192.168.56.106","192.168.56.101","TCP","74","35678  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2108","1158.387384477","192.168.56.101","192.168.56.106","TCP","74","22  >  52958 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2109","1158.387390935","192.168.56.106","192.168.56.101","TCP","66","35354  >  21 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440286 TSecr=200523"
"2110","1158.387413912","192.168.56.106","192.168.56.101","TCP","66","52958  >  22 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440286 TSecr=200523"
"2111","1158.387468854","192.168.56.106","192.168.56.101","TCP","74","34400  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2112","1158.387517248","192.168.56.106","192.168.56.101","TCP","74","41626  >  111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2113","1158.387544121","192.168.56.101","192.168.56.106","TCP","74","23  >  55630 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2114","1158.387554117","192.168.56.106","192.168.56.101","TCP","66","55630  >  23 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440286 TSecr=200523"
"2115","1158.387577622","192.168.56.106","192.168.56.101","TCP","74","48638  >  139 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2116","1158.387599914","192.168.56.106","192.168.56.101","TCP","74","44256  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2117","1158.387622368","192.168.56.106","192.168.56.101","TCP","74","44144  >  512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440286 TSecr=0 WS=128"
"2118","1158.387644790","192.168.56.106","192.168.56.101","TCP","74","35548  >  513 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2119","1158.387666726","192.168.56.106","192.168.56.101","TCP","74","54896  >  514 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2120","1158.387689570","192.168.56.106","192.168.56.101","TCP","74","44162  >  1099 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2121","1158.387711424","192.168.56.106","192.168.56.101","TCP","74","54222  >  1524 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2122","1158.387733775","192.168.56.106","192.168.56.101","TCP","74","59086  >  2049 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2123","1158.387755101","192.168.56.106","192.168.56.101","TCP","74","43516  >  2121 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2124","1158.387777278","192.168.56.106","192.168.56.101","TCP","74","42240  >  3306 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2125","1158.387803320","192.168.56.106","192.168.56.101","TCP","74","54786  >  5432 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2126","1158.387825682","192.168.56.106","192.168.56.101","TCP","74","46354  >  5900 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2127","1158.387847898","192.168.56.106","192.168.56.101","TCP","74","51950  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440287 TSecr=0 WS=128"
"2128","1158.387874060","192.168.56.101","192.168.56.106","TCP","74","25  >  35100 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2129","1158.387889702","192.168.56.106","192.168.56.101","TCP","66","35100  >  25 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200523"
"2130","1158.387926957","192.168.56.101","192.168.56.106","TCP","74","53  >  35678 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2131","1158.387936709","192.168.56.106","192.168.56.101","TCP","66","35678  >  53 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200523"
"2132","1158.387961990","192.168.56.101","192.168.56.106","TCP","74","80  >  34400 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200523 TSecr=1004440286 WS=64"
"2133","1158.387978823","192.168.56.106","192.168.56.101","TCP","66","34400  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200523"
"2134","1158.388002195","192.168.56.101","192.168.56.106","TCP","74","111  >  41626 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440286 WS=64"
"2135","1158.388016740","192.168.56.106","192.168.56.101","TCP","66","41626  >  111 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2136","1158.388042444","192.168.56.101","192.168.56.106","TCP","74","139  >  48638 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440286 WS=64"
"2137","1158.388052452","192.168.56.106","192.168.56.101","TCP","66","48638  >  139 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2138","1158.388077034","192.168.56.101","192.168.56.106","TCP","74","445  >  44256 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440286 WS=64"
"2139","1158.388098515","192.168.56.106","192.168.56.101","TCP","66","44256  >  445 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2140","1158.388122134","192.168.56.101","192.168.56.106","TCP","74","512  >  44144 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440286 WS=64"
"2141","1158.388131006","192.168.56.106","192.168.56.101","TCP","66","44144  >  512 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2142","1158.388177096","192.168.56.101","192.168.56.106","TCP","74","513  >  35548 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2143","1158.388195584","192.168.56.106","192.168.56.101","TCP","66","35548  >  513 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2144","1158.388220668","192.168.56.101","192.168.56.106","TCP","74","514  >  54896 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2145","1158.388229786","192.168.56.106","192.168.56.101","TCP","66","54896  >  514 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2146","1158.388256579","192.168.56.101","192.168.56.106","TCP","74","1099  >  44162 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2147","1158.388274862","192.168.56.106","192.168.56.101","TCP","66","44162  >  1099 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2148","1158.388300051","192.168.56.101","192.168.56.106","TCP","74","1524  >  54222 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2149","1158.388309202","192.168.56.106","192.168.56.101","TCP","66","54222  >  1524 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2150","1158.388332979","192.168.56.101","192.168.56.106","TCP","74","2049  >  59086 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2151","1158.388378375","192.168.56.106","192.168.56.101","TCP","66","59086  >  2049 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2152","1158.388404424","192.168.56.101","192.168.56.106","TCP","74","2121  >  43516 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2153","1158.388420718","192.168.56.106","192.168.56.101","TCP","66","43516  >  2121 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2154","1158.388444640","192.168.56.101","192.168.56.106","TCP","74","3306  >  42240 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2155","1158.388458555","192.168.56.106","192.168.56.101","TCP","66","42240  >  3306 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2156","1158.388482073","192.168.56.101","192.168.56.106","TCP","74","5432  >  54786 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2157","1158.388503788","192.168.56.106","192.168.56.101","TCP","66","54786  >  5432 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2158","1158.388557075","192.168.56.101","192.168.56.106","TCP","74","5900  >  46354 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2159","1158.388576739","192.168.56.106","192.168.56.101","TCP","66","46354  >  5900 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2160","1158.388601483","192.168.56.101","192.168.56.106","TCP","74","6000  >  51950 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440287 WS=64"
"2161","1158.388610308","192.168.56.106","192.168.56.101","TCP","66","51950  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440287 TSecr=200524"
"2162","1158.393382432","192.168.56.101","192.168.56.106","MySQL","132","Server Greeting proto=10 version=5.0.51a-3ubuntu5"
"2163","1158.393415007","192.168.56.106","192.168.56.101","TCP","66","42240  >  3306 [ACK] Seq=1 Ack=67 Win=64256 Len=0 TSval=1004440292 TSecr=200524"
"2164","1158.394233817","192.168.56.106","192.168.56.101","TCP","66","42240  >  3306 [FIN, ACK] Seq=1 Ack=67 Win=64256 Len=0 TSval=1004440293 TSecr=200524"
"2165","1158.394322849","192.168.56.106","192.168.56.101","TCP","74","41992  >  6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440293 TSecr=0 WS=128"
"2166","1158.394856590","192.168.56.101","192.168.56.106","TCP","74","52456  >  113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=0 WS=64"
"2167","1158.394867211","192.168.56.106","192.168.56.101","TCP","54","113  >  52456 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2168","1158.394983405","192.168.56.101","192.168.56.106","TCP","74","6667  >  41992 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=200524 TSecr=1004440293 WS=64"
"2169","1158.395016919","192.168.56.106","192.168.56.101","TCP","66","41992  >  6667 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1004440294 TSecr=200524"
"2170","1158.396864673","192.168.56.101","192.168.56.106","TCP","66","3306  >  42240 [FIN, ACK] Seq=67 Ack=2 Win=5824 Len=0 TSval=200524 TSecr=1004440293"
"2171","1158.396889336","192.168.56.106","192.168.56.101","TCP","66","42240  >  3306 [ACK] Seq=2 Ack=68 Win=64256 Len=0 TSval=1004440296 TSecr=200524"
"2172","1158.397224414","192.168.56.101","192.168.56.106","TCP","125","2121  >  43516 [PSH, ACK] Seq=1 Ack=1 Win=5824 Len=59 TSval=200524 TSecr=1004440287"
"2173","1158.397240713","192.168.56.106","192.168.56.101","TCP","66","43516  >  2121 [ACK] Seq=1 Ack=60 Win=64256 Len=0 TSval=1004440296 TSecr=200524"
"2174","1158.397658862","192.168.56.106","192.168.56.101","TCP","66","43516  >  2121 [FIN, ACK] Seq=1 Ack=60 Win=64256 Len=0 TSval=1004440297 TSecr=200524"
"2175","1158.397741948","192.168.56.106","192.168.56.101","TCP","74","50662  >  8009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1004440297 TSecr=0 WS=128"
"2176","1158.397784840","192.168.56.101","192.168.56.106","VNC","78","Server protocol version: 003.003"
"2177","1158.397798083","192.168.56.106","192.168.56.101","TCP","66","46354  >  5900 [ACK] Seq=1 Ack=13 Win=64256 Len=0 TSval=1004440297 TSecr=200524"
